"","block_year","development_key","year_completed","clue_block","street_address","resi_dwellings","studio_dwe","one_bdrm_dwe","two_bdrm_dwe","three_bdrm_dwe","student_apartments","student_beds","student_accommodation_units","car_spaces","bike_spaces","longitude","latitude","block_id","census_year","bar_pub_patron_limit","cafe_restaurant_seats_indoor","cafe_restaurant_seats_outdoor","dwelling_house_townhouse","dwelling_residential_apartments","dwelling_student_apartments","m2_commercial_accommodation","m2_common_area","m2_community_use","m2_educational_research","m2_entertainment_recreation_indoor","m2_equipment_installation","m2_hospital_clinic","m2_house_townhouse","m2_institutional_accommodation","m2_manufacturing","m2_office","m2_park_reserve","m2_parking_commercial_covered","m2_parking_commercial_uncovered","m2_parking_private_covered","m2_parking_private_uncovered","m2_performances_conferences_ceremonies","m2_private_outdoor_space","m2_public_display_area","m2_residential_apartment","m2_retail_cars","m2_retail_shop","m2_retail_showroom","m2_retail_stall","m2_sports_and_recreation_outdoor","m2_square_promenade","m2_storage","m2_student_accommodation","m2_transport","m2_transport_storage_uncovered","m2_unoccupied_under_construction","m2_unoccupied_under_demolition_condemned","m2_unoccupied_under_renovation","m2_unoccupied_undeveloped_site","m2_unoccupied_unused","m2_wholesale","m2_workshop_studio","parking_n_commercial","parking_n_private","parking_n_residential","services_accommodation_and_food","services_administrative_and_support","services_agriculture_forestry_and_fishing","services_arts_and_recreation","services_construction","services_education_and_training","services_electricity_gas_water_and_waste","services_financial_and_insurance","services_health_care_and_social_assistance","services_information_media_and_telecommunications","services_manufacturing","services_mining","services_other","services_professional_scientific_and_technical","services_public_administration_and_safety","services_rental_hiring_and_real_estate","services_retail_trade","services_transport_postal_and_warehousing","services_wholesale_trade"
"426","1103_2014","X001028",2014,1103,"706-738 Bourke Street DOCKLANDS VIC 3008",0,0,0,0,0,0,0,0,70,475,144.9491074,-37.81791895,1103,2014,5900,4429,286,0,759,0,7388,149231,0,0,40382,0,0,0,0,0,88289,0,176135,0,43862,0,0,12853,0,65881,0,4205,0,0,74298,0,0,0,0,0,65875,0,0,7413,1087,0,4621,2500,444,615,31,3,0,6,0,1,0,2,2,2,0,0,5,3,0,4,3,0,0
"427","1108_2012","X001097",2012,1108,"83 Geographe Street DOCKLANDS VIC 3008",4,0,0,0,0,0,0,0,0,0,144.9452428,-37.8200147,1108,2012,690,2467,1256,0,430,0,0,86674,0,7998,7593,10534,345,0,0,0,191057,30350,11558,0,49986,0,0,76756,0,47615,0,5421,0,0,0,35560,6953,0,0,0,82694,0,1504,35808,2808,0,0,520,1436,426,34,5,0,8,2,2,2,7,5,2,2,0,9,2,1,4,6,4,1
"428","52_2008","X000127",2008,52,"CBW Melbourne 147-185 William Street MELBOURNE VIC 3000",0,0,0,0,0,0,0,0,0,0,144.9573905,-37.81532021,52,2008,450,516,201,0,0,0,0,56842,0,0,1771,19008,0,0,0,0,93114,0,16994,0,19600,0,0,2859,0,0,0,0,0,0,0,0,0,0,0,0,104859,0,0,0,4582,0,0,938,450,0,15,6,0,0,0,2,0,22,0,2,0,0,7,21,7,2,4,2,0
"429","52_2009","X000128",2009,52,"CBW Melbourne 147-185 William Street MELBOURNE VIC 3000",0,0,0,0,0,0,0,0,0,0,144.9573905,-37.81532021,52,2009,450,516,201,0,0,0,0,56842,0,0,1771,19008,0,0,0,0,93114,0,16994,0,19600,0,0,2859,0,0,0,0,0,0,0,0,0,0,0,0,104859,0,0,0,4582,0,0,938,450,0,15,6,0,0,0,2,0,22,0,2,0,0,7,21,7,2,4,2,0
"430","773_2012","X000808",2012,773,"62 South Wharf Drive DOCKLANDS VIC 3008",0,0,0,0,0,0,0,0,0,0,144.9373116,-37.8222021,773,2012,0,322,193,48,756,0,0,36393,0,0,920,0,0,27195,0,0,2632,0,0,0,41543,0,0,8291,0,114806,0,0,0,0,0,0,0,0,0,0,61422,0,0,0,2238,0,0,374,7,1059,5,3,0,2,2,0,1,0,0,0,0,1,5,2,0,3,2,2,0
"431","773_2012","X000810",2012,773,"64 South Wharf Drive DOCKLANDS VIC 3008",0,0,0,0,0,0,0,0,0,0,144.9371942,-37.82217545,773,2012,0,322,193,48,756,0,0,36393,0,0,920,0,0,27195,0,0,2632,0,0,0,41543,0,0,8291,0,114806,0,0,0,0,0,0,0,0,0,0,61422,0,0,0,2238,0,0,374,7,1059,5,3,0,2,2,0,1,0,0,0,0,1,5,2,0,3,2,2,0
"432","773_2012","X000812",2012,773,"66 South Wharf Drive DOCKLANDS VIC 3008",0,0,0,0,0,0,0,0,0,0,144.9370905,-37.8221519,773,2012,0,322,193,48,756,0,0,36393,0,0,920,0,0,27195,0,0,2632,0,0,0,41543,0,0,8291,0,114806,0,0,0,0,0,0,0,0,0,0,61422,0,0,0,2238,0,0,374,7,1059,5,3,0,2,2,0,1,0,0,0,0,1,5,2,0,3,2,2,0
"433","773_2012","X000813",2012,773,"68 South Wharf Drive DOCKLANDS VIC 3008",0,0,0,0,0,0,0,0,0,0,144.9369867,-37.82212836,773,2012,0,322,193,48,756,0,0,36393,0,0,920,0,0,27195,0,0,2632,0,0,0,41543,0,0,8291,0,114806,0,0,0,0,0,0,0,0,0,0,61422,0,0,0,2238,0,0,374,7,1059,5,3,0,2,2,0,1,0,0,0,0,1,5,2,0,3,2,2,0
"434","773_2012","X000814",2012,773,"70 South Wharf Drive DOCKLANDS VIC 3008",0,0,0,0,0,0,0,0,0,0,144.9368693,-37.82210171,773,2012,0,322,193,48,756,0,0,36393,0,0,920,0,0,27195,0,0,2632,0,0,0,41543,0,0,8291,0,114806,0,0,0,0,0,0,0,0,0,0,61422,0,0,0,2238,0,0,374,7,1059,5,3,0,2,2,0,1,0,0,0,0,1,5,2,0,3,2,2,0
"435","773_2012","X000818",2012,773,"9 Stokehold Mews DOCKLANDS VIC 3008",0,0,0,0,0,0,0,0,0,0,144.9371742,-37.8225542,773,2012,0,322,193,48,756,0,0,36393,0,0,920,0,0,27195,0,0,2632,0,0,0,41543,0,0,8291,0,114806,0,0,0,0,0,0,0,0,0,0,61422,0,0,0,2238,0,0,374,7,1059,5,3,0,2,2,0,1,0,0,0,0,1,5,2,0,3,2,2,0
"436","773_2012","X000804",2012,773,"57 South Wharf Drive DOCKLANDS VIC 3008",0,0,0,0,0,0,0,0,0,0,144.937097,-37.82253666,773,2012,0,322,193,48,756,0,0,36393,0,0,920,0,0,27195,0,0,2632,0,0,0,41543,0,0,8291,0,114806,0,0,0,0,0,0,0,0,0,0,61422,0,0,0,2238,0,0,374,7,1059,5,3,0,2,2,0,1,0,0,0,0,1,5,2,0,3,2,2,0
"437","773_2012","X000806",2012,773,"59 South Wharf Drive DOCKLANDS VIC 3008",0,0,0,0,0,0,0,0,0,0,144.9370216,-37.82251956,773,2012,0,322,193,48,756,0,0,36393,0,0,920,0,0,27195,0,0,2632,0,0,0,41543,0,0,8291,0,114806,0,0,0,0,0,0,0,0,0,0,61422,0,0,0,2238,0,0,374,7,1059,5,3,0,2,2,0,1,0,0,0,0,1,5,2,0,3,2,2,0
"438","773_2012","X000807",2012,773,"61 South Wharf Drive DOCKLANDS VIC 3008",0,0,0,0,0,0,0,0,0,0,144.9369463,-37.82250245,773,2012,0,322,193,48,756,0,0,36393,0,0,920,0,0,27195,0,0,2632,0,0,0,41543,0,0,8291,0,114806,0,0,0,0,0,0,0,0,0,0,61422,0,0,0,2238,0,0,374,7,1059,5,3,0,2,2,0,1,0,0,0,0,1,5,2,0,3,2,2,0
"439","773_2012","X000809",2012,773,"63 South Wharf Drive DOCKLANDS VIC 3008",0,0,0,0,0,0,0,0,0,0,144.9368709,-37.82248535,773,2012,0,322,193,48,756,0,0,36393,0,0,920,0,0,27195,0,0,2632,0,0,0,41543,0,0,8291,0,114806,0,0,0,0,0,0,0,0,0,0,61422,0,0,0,2238,0,0,374,7,1059,5,3,0,2,2,0,1,0,0,0,0,1,5,2,0,3,2,2,0
"440","773_2012","X000811",2012,773,"65 South Wharf Drive DOCKLANDS VIC 3008",0,0,0,0,0,0,0,0,0,0,144.9367956,-37.82246825,773,2012,0,322,193,48,756,0,0,36393,0,0,920,0,0,27195,0,0,2632,0,0,0,41543,0,0,8291,0,114806,0,0,0,0,0,0,0,0,0,0,61422,0,0,0,2238,0,0,374,7,1059,5,3,0,2,2,0,1,0,0,0,0,1,5,2,0,3,2,2,0
"441","773_2012","X000816",2012,773,"8 Riggers Place DOCKLANDS VIC 3008",0,0,0,0,0,0,0,0,0,0,144.9367182,-37.82245429,773,2012,0,322,193,48,756,0,0,36393,0,0,920,0,0,27195,0,0,2632,0,0,0,41543,0,0,8291,0,114806,0,0,0,0,0,0,0,0,0,0,61422,0,0,0,2238,0,0,374,7,1059,5,3,0,2,2,0,1,0,0,0,0,1,5,2,0,3,2,2,0
"442","773_2012","X000785",2012,773,"158 Lorimer Street DOCKLANDS VIC 3008",0,0,0,0,0,0,0,0,0,0,144.9366488,-37.82268608,773,2012,0,322,193,48,756,0,0,36393,0,0,920,0,0,27195,0,0,2632,0,0,0,41543,0,0,8291,0,114806,0,0,0,0,0,0,0,0,0,0,61422,0,0,0,2238,0,0,374,7,1059,5,3,0,2,2,0,1,0,0,0,0,1,5,2,0,3,2,2,0
"443","773_2012","X000784",2012,773,"156 Lorimer Street DOCKLANDS VIC 3008",0,0,0,0,0,0,0,0,0,0,144.936756,-37.8227104,773,2012,0,322,193,48,756,0,0,36393,0,0,920,0,0,27195,0,0,2632,0,0,0,41543,0,0,8291,0,114806,0,0,0,0,0,0,0,0,0,0,61422,0,0,0,2238,0,0,374,7,1059,5,3,0,2,2,0,1,0,0,0,0,1,5,2,0,3,2,2,0
"444","773_2012","X000783",2012,773,"154 Lorimer Street DOCKLANDS VIC 3008",0,0,0,0,0,0,0,0,0,0,144.9368625,-37.82273459,773,2012,0,322,193,48,756,0,0,36393,0,0,920,0,0,27195,0,0,2632,0,0,0,41543,0,0,8291,0,114806,0,0,0,0,0,0,0,0,0,0,61422,0,0,0,2238,0,0,374,7,1059,5,3,0,2,2,0,1,0,0,0,0,1,5,2,0,3,2,2,0
"445","773_2012","X000782",2012,773,"152 Lorimer Street DOCKLANDS VIC 3008",0,0,0,0,0,0,0,0,0,0,144.9369691,-37.82275878,773,2012,0,322,193,48,756,0,0,36393,0,0,920,0,0,27195,0,0,2632,0,0,0,41543,0,0,8291,0,114806,0,0,0,0,0,0,0,0,0,0,61422,0,0,0,2238,0,0,374,7,1059,5,3,0,2,2,0,1,0,0,0,0,1,5,2,0,3,2,2,0
"446","773_2012","X000781",2012,773,"150 Lorimer Street DOCKLANDS VIC 3008",17,0,0,0,0,0,0,0,0,0,144.9370762,-37.8227831,773,2012,0,322,193,48,756,0,0,36393,0,0,920,0,0,27195,0,0,2632,0,0,0,41543,0,0,8291,0,114806,0,0,0,0,0,0,0,0,0,0,61422,0,0,0,2238,0,0,374,7,1059,5,3,0,2,2,0,1,0,0,0,0,1,5,2,0,3,2,2,0
"447","773_2012","X000792",2012,773,"22 South Wharf Drive DOCKLANDS VIC 3008",0,0,0,0,0,0,0,0,0,0,144.9400142,-37.82281555,773,2012,0,322,193,48,756,0,0,36393,0,0,920,0,0,27195,0,0,2632,0,0,0,41543,0,0,8291,0,114806,0,0,0,0,0,0,0,0,0,0,61422,0,0,0,2238,0,0,374,7,1059,5,3,0,2,2,0,1,0,0,0,0,1,5,2,0,3,2,2,0
"448","773_2012","X000794",2012,773,"24 South Wharf Drive DOCKLANDS VIC 3008",0,0,0,0,0,0,0,0,0,0,144.9398968,-37.82278891,773,2012,0,322,193,48,756,0,0,36393,0,0,920,0,0,27195,0,0,2632,0,0,0,41543,0,0,8291,0,114806,0,0,0,0,0,0,0,0,0,0,61422,0,0,0,2238,0,0,374,7,1059,5,3,0,2,2,0,1,0,0,0,0,1,5,2,0,3,2,2,0
"449","773_2012","X000796",2012,773,"26 South Wharf Drive DOCKLANDS VIC 3008",0,0,0,0,0,0,0,0,0,0,144.9397931,-37.82276536,773,2012,0,322,193,48,756,0,0,36393,0,0,920,0,0,27195,0,0,2632,0,0,0,41543,0,0,8291,0,114806,0,0,0,0,0,0,0,0,0,0,61422,0,0,0,2238,0,0,374,7,1059,5,3,0,2,2,0,1,0,0,0,0,1,5,2,0,3,2,2,0
"450","773_2012","X000798",2012,773,"28 South Wharf Drive DOCKLANDS VIC 3008",0,0,0,0,0,0,0,0,0,0,144.9396893,-37.82274182,773,2012,0,322,193,48,756,0,0,36393,0,0,920,0,0,27195,0,0,2632,0,0,0,41543,0,0,8291,0,114806,0,0,0,0,0,0,0,0,0,0,61422,0,0,0,2238,0,0,374,7,1059,5,3,0,2,2,0,1,0,0,0,0,1,5,2,0,3,2,2,0
"451","773_2012","X000800",2012,773,"30 South Wharf Drive DOCKLANDS VIC 3008",0,0,0,0,0,0,0,0,0,0,144.939572,-37.82271517,773,2012,0,322,193,48,756,0,0,36393,0,0,920,0,0,27195,0,0,2632,0,0,0,41543,0,0,8291,0,114806,0,0,0,0,0,0,0,0,0,0,61422,0,0,0,2238,0,0,374,7,1059,5,3,0,2,2,0,1,0,0,0,0,1,5,2,0,3,2,2,0
"452","773_2012","X000791",2012,773,"21 South Wharf Drive DOCKLANDS VIC 3008",0,0,0,0,0,0,0,0,0,0,144.9398742,-37.82314222,773,2012,0,322,193,48,756,0,0,36393,0,0,920,0,0,27195,0,0,2632,0,0,0,41543,0,0,8291,0,114806,0,0,0,0,0,0,0,0,0,0,61422,0,0,0,2238,0,0,374,7,1059,5,3,0,2,2,0,1,0,0,0,0,1,5,2,0,3,2,2,0
"453","773_2012","X000793",2012,773,"23 South Wharf Drive DOCKLANDS VIC 3008",0,0,0,0,0,0,0,0,0,0,144.939797,-37.82312469,773,2012,0,322,193,48,756,0,0,36393,0,0,920,0,0,27195,0,0,2632,0,0,0,41543,0,0,8291,0,114806,0,0,0,0,0,0,0,0,0,0,61422,0,0,0,2238,0,0,374,7,1059,5,3,0,2,2,0,1,0,0,0,0,1,5,2,0,3,2,2,0
"454","773_2012","X000795",2012,773,"25 South Wharf Drive DOCKLANDS VIC 3008",0,0,0,0,0,0,0,0,0,0,144.9397216,-37.82310759,773,2012,0,322,193,48,756,0,0,36393,0,0,920,0,0,27195,0,0,2632,0,0,0,41543,0,0,8291,0,114806,0,0,0,0,0,0,0,0,0,0,61422,0,0,0,2238,0,0,374,7,1059,5,3,0,2,2,0,1,0,0,0,0,1,5,2,0,3,2,2,0
"455","773_2012","X000797",2012,773,"27 South Wharf Drive DOCKLANDS VIC 3008",0,0,0,0,0,0,0,0,0,0,144.9396463,-37.82309049,773,2012,0,322,193,48,756,0,0,36393,0,0,920,0,0,27195,0,0,2632,0,0,0,41543,0,0,8291,0,114806,0,0,0,0,0,0,0,0,0,0,61422,0,0,0,2238,0,0,374,7,1059,5,3,0,2,2,0,1,0,0,0,0,1,5,2,0,3,2,2,0
"456","773_2012","X000799",2012,773,"29 South Wharf Drive DOCKLANDS VIC 3008",0,0,0,0,0,0,0,0,0,0,144.9395709,-37.82307338,773,2012,0,322,193,48,756,0,0,36393,0,0,920,0,0,27195,0,0,2632,0,0,0,41543,0,0,8291,0,114806,0,0,0,0,0,0,0,0,0,0,61422,0,0,0,2238,0,0,374,7,1059,5,3,0,2,2,0,1,0,0,0,0,1,5,2,0,3,2,2,0
